1 1580000 Hamburg HH
2 7197000 Niedersachsen NI
3 660000 Bremen HB
4 16674000 Nordrhein-Westfalen NW
5 5529000 Hessen HE
6 3615000 Rheinland-Pfalz RP
7 9271000 Baden-Württemberg BW
8 10974000 Bayern BY
9 1046000 Saarland SL
10 3076000 Berlin BE
11 2660000 Brandenburg BB
12 1959000 Mecklenburg-Vorpommern MV
13 5064000 Sachsen SN
14 3021000 Sachsen-Anhalt ST
15 2722000 Thüringen TH
16 2614000 Schleswig-Holstein SH
